age,height_cm,weight_kg,overall,potential,value,wage_eur,international_reputation,weak_foot,skill_moves,position,team_jersey_number,pace,shooting,passing,dribbling,defending,physic,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
25,188,89,78,82,12000000,37000,1,3,2,CB,6,59,28,51,57,78,80,,,,,,46,23,79,65,33,50,29,16,57,64,57,61,67,75,51,40,85,69,84,27,83,78,23,40,19,73,79,77,76,10,15,7,10,15
24,175,70,78,82,0,0,2,4,3,,,75,73,76,78,70,79,,,,,,76,71,69,78,68,77,74,69,77,80,77,73,76,77,83,80,80,85,75,76,81,75,70,73,53,80,66,72,68,12,8,16,12,12
25,176,69,78,82,13000000,25000,2,3,3,LM,6,76,72,79,83,59,56,,,,,,77,72,44,81,68,83,82,70,78,83,77,76,82,82,76,75,58,66,55,73,47,62,76,81,63,70,69,59,42,10,14,10,7,7
24,186,84,78,82,12000000,24000,1,2,2,LCB,4,67,39,59,62,78,77,,,,,,43,33,77,72,35,57,35,35,69,67,65,68,65,74,64,60,77,67,78,31,85,73,41,59,41,71,77,80,84,9,9,14,14,9
23,181,73,78,82,13500000,61000,2,1,4,RW,10,87,73,71,83,43,66,,,,,,64,75,64,74,75,83,78,74,69,86,85,89,88,72,69,76,78,73,64,66,60,45,78,73,69,73,38,40,37,11,7,7,13,12
26,184,81,78,82,12000000,46000,2,3,3,SUB,24,71,55,66,72,76,81,,,,,,56,45,65,76,52,72,61,32,73,73,69,73,66,76,66,75,83,82,80,62,80,81,52,65,51,67,74,81,70,6,7,11,14,14
23,173,68,78,82,13500000,48000,2,4,4,LM,7,67,62,79,83,65,65,,,,,,74,63,37,84,60,83,74,69,75,82,75,61,89,76,88,60,60,76,53,60,80,70,72,80,60,78,71,66,62,8,12,13,11,14
26,192,85,78,82,9500000,1000,1,2,1,GK,1,,,,,,,79,76,68,80,76,18,15,14,30,17,17,12,21,20,20,42,48,62,76,40,51,70,34,72,18,20,18,17,55,11,32,14,19,15,79,76,68,76,80
25,188,85,78,82,10000000,1000,1,4,1,SUB,57,,,,,,,79,81,78,75,77,16,14,17,33,15,19,14,15,35,25,33,48,35,65,50,59,70,24,65,19,21,25,15,58,19,58,15,18,18,79,81,78,77,75
24,187,82,78,82,13500000,45000,1,4,3,ST,9,62,77,55,69,27,83,,,,,,29,79,85,70,77,66,42,52,43,76,58,66,67,77,60,82,82,64,90,70,89,14,82,68,70,76,25,24,13,15,12,6,7,13
25,193,84,78,82,12000000,23000,1,2,2,LCB,6,40,33,48,46,78,79,,,,,,41,28,76,62,31,40,29,27,59,59,38,41,31,74,31,58,65,54,92,24,80,78,28,33,30,69,80,79,75,7,12,7,16,12
24,185,69,78,82,12000000,24000,1,3,3,RDM,28,66,68,72,74,79,74,,,,,,71,62,73,77,60,74,72,55,74,75,62,69,74,71,64,78,76,80,69,79,76,85,56,67,58,69,79,79,73,15,14,8,14,14
23,188,80,78,82,12000000,16000,2,3,3,RB,22,80,50,66,71,76,87,,,,,,76,48,80,72,28,71,50,40,65,74,77,82,68,75,53,66,89,90,87,40,83,72,69,59,42,70,75,78,75,10,10,7,13,14
24,187,79,78,82,12000000,13000,1,3,2,RCB,36,66,42,56,57,79,76,,,,,,44,37,80,73,39,52,44,42,63,63,65,66,53,76,58,57,73,78,74,37,78,78,34,40,52,68,82,79,74,7,7,14,6,6
27,190,88,78,81,9000000,24000,1,2,1,GK,1,,,,,,,80,74,73,80,77,16,16,14,32,19,19,17,17,30,33,37,35,36,72,34,55,70,30,67,18,24,13,18,45,22,60,12,13,14,80,74,73,77,80
27,187,91,78,81,11000000,36000,1,3,2,LCB,5,60,37,56,54,76,83,,,,,,57,31,78,75,35,47,31,36,56,61,55,64,53,64,65,48,84,68,91,42,81,74,34,32,40,75,75,78,76,6,10,8,16,14
26,176,67,78,81,12500000,42000,1,3,3,LDM,38,63,71,78,77,71,69,,,,,,72,66,54,82,68,76,70,76,78,78,65,62,74,78,76,76,69,78,64,74,72,76,72,78,78,80,69,74,70,9,10,11,8,9
25,180,80,78,81,13000000,23000,2,4,4,LM,7,82,72,73,80,37,70,,,,,,70,71,49,75,74,80,72,65,68,81,81,83,82,72,77,77,58,81,67,69,68,34,78,77,64,76,38,37,27,13,14,6,14,15
25,187,80,78,81,13000000,43000,1,3,3,LCM,23,66,61,74,78,75,83,,,,,,69,48,75,80,55,80,54,54,78,80,68,65,67,76,61,75,74,84,86,77,77,74,74,75,55,78,76,76,71,13,7,7,13,11
25,178,76,78,81,13000000,29000,1,4,4,CAM,5,85,70,74,81,42,64,,,,,,72,69,61,75,72,81,80,60,67,79,85,85,89,75,75,71,68,83,60,73,47,35,77,79,61,72,41,43,36,15,12,9,11,9
24,183,72,78,81,13000000,50000,2,3,4,RW,25,77,77,74,82,37,67,,,,,,74,74,62,75,78,80,70,73,75,85,77,77,87,73,73,83,65,66,61,79,85,26,77,71,74,74,45,30,30,5,6,5,5,6
25,190,77,78,81,12000000,51000,2,2,3,SUB,5,61,63,71,74,77,73,,,,,,64,54,73,78,68,75,68,38,75,77,62,60,63,72,62,76,63,85,68,73,74,78,68,73,40,74,77,78,76,12,6,8,7,9
26,176,75,78,81,11500000,14000,1,2,3,SUB,24,90,41,68,76,73,79,,,,,,73,34,59,73,32,78,57,58,68,74,89,91,78,75,73,51,83,92,70,37,84,75,72,60,52,69,74,74,73,12,12,16,12,15
25,178,72,78,81,13000000,79000,1,4,4,RW,17,76,75,67,81,54,66,,,,,,56,80,75,75,77,82,79,60,51,80,77,76,82,82,78,70,73,84,54,65,70,49,83,74,73,73,54,54,42,12,12,11,14,8
25,187,74,78,81,13000000,50000,1,2,3,RM,33,83,62,70,77,75,75,,,,,,78,59,76,77,58,79,50,30,70,78,81,84,69,77,72,72,74,86,71,58,73,70,77,67,47,71,74,78,77,11,6,8,14,15
25,179,70,78,81,13000000,1000,1,3,4,LM,7,83,72,72,80,43,73,,,,,,70,74,65,75,68,81,63,65,69,80,85,81,78,79,81,70,72,76,72,71,74,32,80,75,63,76,54,34,33,15,11,13,6,12
26,172,75,78,81,13000000,10000,1,2,4,CAM,10,88,75,71,83,34,62,,,,,,74,71,32,70,74,83,78,73,68,80,90,86,90,78,85,80,53,75,61,80,48,26,75,72,80,78,47,28,30,6,9,13,12,15
28,185,75,78,80,10500000,50000,2,2,2,CB,2,64,47,58,62,80,67,,,,,,44,28,76,66,30,58,41,70,68,66,63,64,62,78,66,75,76,57,67,62,78,82,40,50,64,78,77,82,80,11,12,16,16,8
27,193,76,78,80,11000000,46000,1,3,2,RCB,4,47,45,51,48,78,80,,,,,,38,41,83,62,30,45,37,33,64,56,46,47,32,77,35,55,89,63,85,49,85,78,49,44,45,67,78,78,75,9,11,16,8,12
28,189,89,78,80,10500000,41000,2,3,2,SUB,20,49,57,61,65,78,79,,,,,,51,50,75,75,42,62,47,41,70,73,46,51,55,72,57,75,78,69,83,66,81,81,46,46,43,77,80,76,73,11,15,15,12,7
27,192,88,78,80,11000000,46000,1,3,2,CB,5,46,40,55,61,78,77,,,,,,32,37,76,71,24,60,30,43,74,68,42,50,44,79,37,72,74,64,83,21,80,78,30,45,36,72,79,76,78,15,16,9,12,6
28,186,78,78,80,10500000,33000,1,3,2,LCB,5,63,36,50,62,80,79,,,,,,25,25,73,69,22,62,48,52,66,63,65,62,55,71,53,67,74,75,79,34,85,80,25,32,35,70,80,82,77,10,6,13,10,10
27,175,80,78,80,11000000,20000,1,3,3,RAM,11,73,66,76,73,74,75,,,,,,60,63,62,81,45,70,82,84,82,76,70,76,74,73,81,76,80,80,69,76,80,80,47,75,61,70,69,78,77,16,9,13,8,6
26,180,76,78,80,12500000,1000,2,4,3,RES,7,77,74,77,80,40,67,,,,,,77,72,57,77,71,82,84,80,74,80,75,78,80,77,68,74,61,70,68,77,63,32,75,77,80,80,45,35,38,16,15,16,13,11
26,188,75,78,80,11000000,31000,1,3,2,RCB,29,64,46,63,62,78,74,,,,,,60,40,80,77,35,58,49,42,68,68,61,67,62,74,62,59,80,76,73,49,74,78,49,45,47,72,77,79,78,15,10,14,12,13
26,181,76,78,80,11500000,30000,1,5,3,LDM,6,63,61,72,76,74,76,,,,,,50,53,56,82,54,75,61,68,83,80,63,63,75,73,68,72,74,77,77,69,72,75,62,74,68,74,77,76,71,6,7,9,10,11
24,173,70,78,80,13000000,19000,2,4,4,LW,7,90,72,71,84,32,63,,,,,,72,71,53,75,60,85,77,70,60,82,93,87,92,68,87,79,73,77,54,71,64,38,71,70,69,70,26,27,28,11,13,8,12,8
27,192,86,78,80,11000000,23000,1,3,2,LCB,17,76,46,52,69,78,79,,,,,,28,37,78,65,52,68,52,51,63,70,74,78,70,74,64,66,72,72,84,46,77,78,38,44,50,84,78,79,78,11,8,8,12,10
28,190,93,78,80,10500000,23000,1,5,2,LCB,5,68,53,59,67,78,83,,,,,,38,44,73,69,38,66,64,26,67,67,66,69,67,73,67,66,72,71,92,63,78,79,58,62,50,78,76,80,77,5,11,6,11,5
28,184,87,78,79,10500000,77000,2,3,2,SUB,12,51,65,67,70,79,82,,,,,,62,61,71,75,60,68,62,57,70,74,51,51,63,79,65,79,77,65,88,60,89,78,63,60,65,74,78,83,78,6,14,10,13,16
28,188,84,78,79,10000000,61000,1,3,2,SUB,27,70,50,51,62,78,77,,,,,,47,49,78,66,52,59,34,27,57,66,64,74,57,73,57,57,83,68,80,44,78,76,50,36,53,64,78,77,80,14,11,6,14,16
27,181,83,78,79,12000000,37000,2,3,3,LS,9,73,78,70,73,33,80,,,,,,71,78,76,74,77,74,41,71,63,73,70,75,71,72,75,85,80,78,82,74,79,23,79,72,75,73,31,29,24,10,14,10,8,11
29,195,90,78,79,8500000,20000,1,2,1,GK,1,,,,,,,83,72,76,84,73,12,11,12,15,13,18,11,20,26,25,46,50,43,66,39,57,61,25,69,11,23,22,13,41,15,54,11,11,14,83,72,76,73,84
27,181,78,78,79,11500000,15000,1,3,3,RCM,27,58,76,79,76,67,66,,,,,,76,67,64,81,73,77,73,80,79,80,62,55,66,73,67,87,56,67,65,87,72,72,72,81,74,76,70,69,46,9,9,11,11,10
27,184,82,78,79,12000000,17000,3,3,4,SUB,9,74,77,70,78,36,79,,,,,,57,78,74,72,78,80,80,67,68,79,72,76,72,74,63,80,75,69,85,73,76,33,76,77,74,84,44,23,19,8,10,9,7,8
27,185,72,78,79,12000000,36000,1,3,3,SUB,7,76,80,69,77,40,68,,,,,,67,79,69,72,74,77,60,57,68,77,77,76,74,84,67,84,71,75,67,82,61,39,79,71,74,76,34,39,36,9,11,8,9,11
27,182,87,78,79,10500000,69000,1,4,3,RWB,2,74,63,71,74,74,78,,,,,,79,61,71,74,46,74,63,45,69,76,71,76,67,73,68,76,82,92,72,62,75,74,73,66,48,68,71,77,75,15,8,12,11,9
29,183,81,78,79,10000000,29000,1,3,2,SUB,15,54,60,67,66,78,78,,,,,,55,53,75,78,56,64,48,46,65,76,53,55,47,72,52,77,73,64,85,60,78,80,59,69,50,69,77,79,74,9,12,7,11,15
27,181,77,78,79,11500000,52000,2,3,4,RCM,11,66,69,75,75,70,69,,,,,,72,65,41,79,68,75,60,70,77,79,67,66,70,77,61,73,57,82,65,75,64,73,77,74,61,80,76,72,69,12,8,9,14,13
27,170,68,78,79,10500000,45000,1,4,3,SUB,31,60,39,74,74,74,78,,,,,,70,26,57,80,48,71,65,62,76,75,68,53,85,75,84,62,79,94,68,30,82,78,62,70,58,72,77,75,72,14,10,14,12,9
27,190,84,78,79,8500000,20000,1,3,1,GK,1,,,,,,,78,76,71,80,74,9,12,12,26,11,15,13,16,23,22,36,38,40,76,42,53,72,31,67,15,26,13,10,34,22,32,16,17,9,78,76,71,74,80
26,199,98,78,79,11000000,51000,2,4,2,LCB,4,34,49,61,48,80,77,,,,,,46,34,85,66,28,45,41,52,80,57,34,34,29,73,28,83,33,54,90,47,84,81,46,60,75,74,77,82,77,16,11,11,15,10
27,170,67,78,79,12000000,34000,1,4,4,CAM,25,76,74,78,79,50,59,,,,,,72,69,41,80,71,79,74,80,77,80,78,75,79,71,88,85,66,76,49,80,63,52,71,81,63,73,54,49,44,9,13,12,12,15
26,176,70,78,79,12000000,30000,2,4,3,SUB,23,76,69,76,78,47,62,,,,,,78,69,40,77,62,77,69,71,72,79,75,76,77,76,77,68,61,82,60,68,43,57,78,77,68,71,49,44,40,6,6,10,10,10
26,180,75,78,79,12000000,36000,1,2,4,CAM,32,70,75,76,82,41,62,,,,,,83,73,47,75,70,83,85,80,66,84,74,67,79,75,81,81,52,71,62,76,52,45,76,73,68,70,50,31,30,10,12,8,8,14
26,175,70,78,79,12000000,43000,1,3,3,LS,20,75,71,76,81,33,58,,,,,,74,72,42,78,63,83,74,68,73,79,77,74,76,75,81,73,53,77,50,74,56,28,75,78,53,76,30,37,34,12,15,14,8,9
26,178,68,78,79,12000000,40000,2,3,4,SUB,93,88,63,74,78,62,69,,,,,,78,60,43,78,49,77,61,60,74,78,86,90,85,72,77,74,64,93,57,66,72,64,68,68,49,76,64,64,68,10,12,10,9,8
27,193,87,78,79,10500000,54000,2,3,2,SUB,19,62,28,47,54,80,78,,,,,,45,22,79,59,28,49,29,23,59,61,59,64,49,71,58,39,65,64,86,29,78,80,29,31,26,70,79,80,79,12,9,5,11,15
27,175,75,78,79,10500000,23000,1,3,3,RB,21,82,63,69,76,73,83,,,,,,77,56,61,73,52,76,55,58,56,76,79,84,72,73,85,81,76,92,78,62,86,73,76,72,54,69,71,78,80,12,13,6,12,11
27,180,77,78,79,10500000,44000,2,3,2,LCB,15,78,37,50,65,79,75,,,,,,36,30,74,70,31,62,35,28,65,68,79,78,62,72,76,49,70,61,82,41,75,79,31,28,50,67,80,80,77,13,8,11,12,12
27,191,86,78,79,12000000,69000,1,4,3,ST,91,65,78,58,61,32,74,,,,,,56,81,85,65,68,60,67,48,45,74,66,65,39,76,30,81,53,70,89,70,48,19,82,60,72,74,30,25,29,7,10,10,10,8
33,185,78,78,78,5500000,41000,3,3,1,SUB,1,,,,,,,77,69,75,83,79,15,12,19,31,16,10,14,17,32,18,47,50,65,74,42,56,75,34,56,11,19,23,16,48,16,57,21,10,12,77,69,75,79,83
35,171,77,78,78,4500000,19000,3,3,4,CF,10,68,77,74,78,45,71,,,,,,71,78,54,79,74,78,74,68,68,78,71,66,76,74,79,82,51,61,75,72,77,39,78,75,72,83,38,51,50,4,2,3,2,4
34,179,71,78,78,5000000,34000,2,4,4,RCM,8,69,69,81,80,63,65,,,,,,79,60,50,82,77,82,86,85,80,82,67,71,73,76,75,79,45,67,65,74,69,65,74,81,74,79,65,65,60,11,15,13,6,9
34,174,69,78,78,5500000,33000,2,4,4,SUB,11,62,76,80,84,44,62,,,,,,78,77,59,82,81,85,79,77,76,83,67,57,83,79,83,76,70,59,62,73,66,45,81,80,72,76,43,42,31,12,10,5,13,14
32,187,82,78,78,6500000,25000,1,3,1,SUB,13,,,,,,,80,75,68,79,76,17,13,12,35,13,14,24,12,40,18,58,55,60,75,65,51,77,41,74,12,40,26,14,41,21,56,22,14,15,80,75,68,76,79
36,180,79,78,78,2100000,17000,2,3,2,SUB,22,68,53,68,68,77,77,,,,,,66,41,74,76,48,67,65,55,70,68,66,69,65,75,67,73,81,67,80,59,83,78,59,58,54,69,79,77,74,8,12,11,7,11
32,175,77,78,78,8500000,28000,2,3,4,SUB,19,77,80,70,85,42,68,,,,,,66,80,55,75,75,86,81,82,58,85,78,77,88,76,73,81,70,72,66,83,66,38,78,68,72,73,55,30,30,7,16,16,6,12
41,180,78,78,78,0,21000,2,4,3,CB,4,36,51,67,66,80,71,,,,,,60,45,79,74,51,64,54,48,73,73,35,36,54,70,60,55,79,54,76,58,76,80,50,67,64,77,83,77,76,12,7,11,12,13
35,192,85,78,78,4800000,21000,2,3,3,LS,99,47,79,69,71,44,79,,,,,,66,83,85,76,76,70,66,59,64,73,43,50,67,78,62,79,79,67,91,69,63,34,82,69,81,77,32,53,35,1,1,1,1,1
34,192,84,78,78,3800000,4000,2,3,2,LCB,4,37,58,58,54,80,76,,,,,,49,51,81,70,37,49,36,40,67,61,38,37,55,73,36,74,58,58,85,59,81,80,54,49,79,78,81,80,77,7,9,12,10,15
32,185,85,78,78,8000000,64000,3,3,4,LM,11,83,79,71,80,36,73,,,,,,72,77,71,73,67,82,77,50,66,80,80,85,77,73,73,85,82,75,78,82,58,34,77,75,70,76,39,28,21,16,8,12,11,15
33,183,80,78,78,4900000,10000,3,3,2,LCB,4,64,61,70,60,77,69,,,,,,63,52,82,80,56,55,61,64,78,68,64,64,61,70,58,78,89,37,79,68,77,75,41,56,62,74,74,79,80,9,10,7,11,15
32,188,83,78,78,6500000,33000,2,2,2,RCB,19,75,56,61,52,78,77,,,,,,44,46,79,73,65,44,45,67,75,59,72,78,59,76,55,74,81,68,80,63,79,77,31,49,54,78,78,81,72,6,10,12,9,8
32,175,75,78,78,8000000,23000,3,4,4,RCM,14,72,72,76,80,37,51,,,,,,76,70,42,77,72,79,77,79,72,80,74,71,81,74,87,74,47,55,57,75,33,37,75,76,74,80,34,37,44,9,9,9,9,9
32,181,81,78,78,6500000,1000,2,5,1,SUB,32,,,,,,,75,74,90,80,76,20,16,14,31,13,29,19,40,45,32,35,35,67,76,48,68,71,25,70,20,38,24,16,70,49,48,17,16,15,75,74,90,76,80
33,184,82,78,78,4900000,48000,2,2,2,LCB,5,54,37,57,58,80,70,,,,,,60,23,76,66,52,54,47,35,68,62,55,54,58,79,56,63,77,58,71,41,79,82,30,36,31,78,78,82,79,14,7,12,12,12
29,179,80,78,78,8500000,53000,2,3,3,LWB,21,76,53,70,76,76,70,,,,,,80,50,68,76,43,77,74,66,70,78,75,76,73,76,69,59,71,73,67,54,73,76,63,51,52,76,73,81,80,11,13,15,10,15
29,172,73,78,78,10000000,11000,1,4,3,LCM,8,72,67,78,78,68,70,,,,,,76,61,55,82,69,78,77,70,78,79,74,70,74,77,80,72,66,78,65,73,72,67,73,75,59,77,70,71,71,15,15,7,10,12
32,179,65,78,78,8000000,49000,3,3,3,LW,27,90,70,71,80,35,59,,,,,,75,72,63,73,70,80,69,43,67,78,91,90,88,76,76,69,60,75,54,64,51,39,78,74,63,68,35,29,15,14,5,12,10,13
30,180,73,78,78,8500000,28000,3,3,3,CDM,17,31,69,81,77,74,67,,,,,,79,61,64,82,80,76,82,80,83,81,34,29,73,82,72,83,72,60,70,76,66,78,67,81,39,84,75,73,79,13,10,13,12,11
31,175,72,78,78,9000000,39000,2,3,3,SUB,16,60,71,78,76,74,68,,,,,,77,67,62,79,70,77,78,76,78,78,65,55,67,79,77,76,70,68,63,74,79,78,73,77,71,80,76,74,71,7,6,14,16,10
31,182,72,78,78,9000000,75000,2,4,4,RES,28,76,73,76,80,43,61,,,,,,77,71,64,80,75,81,77,76,75,82,77,75,79,74,73,77,68,69,58,72,58,35,76,67,75,73,31,52,51,8,10,14,13,15
33,182,74,78,78,6000000,27000,1,3,2,LCM,19,44,69,73,71,77,77,,,,,,65,69,70,79,45,70,55,56,78,76,34,53,60,78,66,76,76,76,74,68,88,79,75,77,71,74,75,81,75,8,14,9,7,11
32,177,74,78,78,6500000,24000,2,4,3,RB,23,74,66,71,74,78,72,,,,,,79,66,83,77,56,72,70,46,68,79,75,74,69,80,69,70,84,75,68,60,76,78,69,60,74,66,79,77,76,10,9,13,6,16
28,177,77,78,78,10500000,66000,2,4,4,RM,11,77,69,74,81,73,70,,,,,,76,67,70,76,64,82,75,61,70,81,78,76,75,76,82,74,66,80,69,69,62,73,72,72,75,75,74,74,71,9,7,8,16,16
32,181,76,78,78,8000000,45000,2,5,4,LM,15,75,62,77,79,76,70,,,,,,82,57,65,79,68,80,77,47,76,81,74,75,76,79,68,68,70,75,65,66,78,76,71,75,52,81,76,79,79,15,15,11,8,8
31,193,87,78,78,6500000,19000,3,2,1,GK,88,,,,,,,79,72,62,80,75,11,11,16,37,16,14,16,12,34,26,50,52,34,74,52,47,69,31,72,16,34,21,14,43,41,61,7,14,16,79,72,62,75,80
31,183,80,78,78,0,0,3,2,2,,,59,49,64,62,79,71,,,,,,62,43,84,75,55,56,48,28,68,68,60,59,65,76,60,64,72,64,72,44,77,76,46,59,63,75,77,79,81,12,15,14,9,10
30,192,74,78,78,8500000,51000,2,3,2,SUB,5,41,32,57,54,80,75,,,,,,45,29,78,70,28,50,33,31,60,59,37,44,47,76,48,40,76,64,79,29,80,78,38,54,43,74,81,80,78,11,8,6,9,14
30,183,82,78,78,10000000,52000,2,3,3,SUB,20,74,76,71,75,44,81,,,,,,59,76,75,79,75,77,66,68,66,79,73,74,60,78,67,84,75,61,92,68,80,43,82,75,73,70,32,44,47,7,13,7,8,10
32,184,81,78,78,8000000,35000,2,4,4,SUB,14,67,73,78,79,56,68,,,,,,76,62,60,80,73,80,78,78,75,84,65,68,66,73,66,84,66,66,75,83,55,49,75,79,76,76,68,52,40,3,5,5,5,3
33,185,73,78,78,6500000,17000,2,3,3,ST,70,68,75,66,77,40,76,,,,,,52,77,78,75,72,75,68,57,58,82,69,67,78,74,66,77,73,72,82,69,68,38,85,74,73,86,35,36,28,8,6,9,10,12
32,186,78,78,78,6500000,18000,2,2,2,CB,2,61,32,46,56,82,76,,,,,,45,22,76,50,22,55,38,24,58,55,59,63,58,64,58,60,82,58,84,28,78,80,35,38,38,68,86,82,78,3,5,3,5,3
31,175,73,78,78,9500000,82000,3,3,3,SUB,9,70,77,64,75,31,59,,,,,,64,83,78,65,72,72,67,52,56,77,75,66,75,80,78,75,83,65,53,66,59,26,85,70,74,79,21,29,25,14,12,9,12,11
33,179,77,78,78,5000000,23000,1,3,3,SUB,8,44,66,68,68,78,85,,,,,,58,57,75,72,67,63,70,69,74,76,42,46,62,75,67,82,79,74,89,71,89,79,59,65,61,73,76,79,77,8,8,9,13,16
30,179,73,78,78,10000000,26000,2,3,4,LM,10,83,75,75,80,31,54,,,,,,79,75,47,75,70,80,82,84,68,81,81,85,84,75,79,75,46,62,59,76,32,26,74,70,73,70,27,36,26,13,15,8,13,16
31,184,82,78,78,7500000,39000,2,4,2,RCB,3,59,37,57,54,78,76,,,,,,49,25,80,73,36,42,38,31,71,69,51,65,60,67,61,57,78,65,78,41,82,78,39,40,43,73,77,79,77,6,8,12,16,11
32,191,85,78,78,6500000,58000,2,2,2,SUB,6,51,49,58,55,77,87,,,,,,36,48,83,70,42,51,39,41,74,63,51,51,48,69,47,76,84,84,90,30,85,78,39,57,51,65,74,79,71,16,15,10,7,14
33,195,95,78,78,5500000,1000,2,2,1,GK,1,,,,,,,82,73,72,80,78,13,11,13,39,13,16,19,12,33,21,37,40,54,74,30,54,62,34,71,16,35,21,13,55,12,65,14,16,18,82,73,72,78,80
29,183,79,78,78,10500000,45000,3,4,3,RES,10,67,80,76,80,35,63,,,,,,72,79,73,80,79,80,85,72,64,83,65,68,77,76,67,81,70,60,68,80,50,30,80,82,80,78,31,32,30,9,7,5,9,10
32,180,78,78,78,6500000,44000,2,3,3,RES,2,74,51,65,70,79,73,,,,,,69,37,75,69,65,68,68,41,65,69,72,75,78,73,76,70,91,63,74,59,78,80,50,58,50,78,80,78,78,2,3,4,2,4
35,185,81,78,78,2900000,42000,2,2,3,LB,25,69,65,75,74,76,76,,,,,,85,57,74,78,50,73,76,71,69,80,68,69,66,74,71,82,73,77,70,72,89,71,62,64,57,72,74,82,79,15,13,13,14,16
32,180,85,78,78,8000000,41000,2,2,4,RM,11,79,75,76,80,53,74,,,,,,79,73,68,78,73,80,77,68,67,78,81,77,86,74,78,81,53,73,78,72,71,54,73,78,77,71,35,65,55,11,14,7,6,13
31,183,90,78,78,9500000,69000,2,3,2,LS,9,57,79,67,71,37,85,,,,,,56,77,83,74,78,68,68,49,61,77,54,59,62,78,68,86,83,73,91,75,85,31,79,74,82,78,38,30,25,10,11,16,12,15
30,184,80,78,78,8500000,14000,2,3,2,SUB,5,54,57,65,66,81,80,,,,,,50,49,73,76,53,66,43,57,72,68,53,54,55,75,58,73,73,75,78,62,91,84,50,61,56,75,81,82,75,14,12,13,11,14
30,186,76,78,78,8500000,18000,2,4,2,SUB,6,67,39,67,66,78,74,,,,,,64,32,77,75,49,63,55,40,69,71,65,68,63,76,63,54,73,74,77,29,69,79,49,63,55,73,80,77,78,10,10,15,9,6
33,190,81,78,78,5500000,44000,2,3,1,SUB,27,,,,,,,78,76,72,79,77,19,16,24,22,14,15,11,11,36,23,44,34,45,75,49,54,64,33,66,18,18,23,10,47,21,60,20,15,24,78,76,72,77,79
30,188,82,78,78,10000000,30000,2,4,3,LS,18,59,79,59,66,45,73,,,,,,58,82,82,65,83,63,57,45,49,70,56,61,63,83,57,79,66,80,76,71,60,39,84,61,75,82,46,44,21,11,7,15,13,7
30,163,63,78,78,10000000,30000,2,2,3,SUB,19,84,72,75,79,47,54,,,,,,78,76,71,76,72,81,80,58,70,75,87,81,78,75,91,63,76,62,48,72,55,51,77,75,64,70,52,35,38,10,8,13,8,10
31,194,92,78,78,9500000,20000,2,4,3,RS,9,59,79,53,65,36,82,,,,,,49,83,86,63,76,62,51,54,42,74,53,63,54,78,40,83,61,66,90,69,86,19,84,47,65,72,37,39,12,6,15,8,7,12
35,184,73,78,78,4300000,25000,3,3,3,RDM,21,31,71,77,70,76,62,,,,,,60,68,61,83,48,74,72,77,82,76,32,31,40,74,56,78,56,34,70,75,76,76,71,83,75,82,77,78,77,13,10,9,11,8
30,175,69,78,78,9500000,75000,3,4,3,RES,23,58,74,79,76,70,65,,,,,,77,67,61,81,74,77,79,74,80,80,61,55,66,76,68,83,53,69,59,77,79,78,73,77,84,77,60,76,72,15,6,8,10,7
30,187,79,78,78,9500000,26000,2,3,2,SUB,6,43,69,69,64,79,80,,,,,,47,63,82,81,75,65,31,44,80,74,37,47,37,78,43,79,76,75,85,76,76,81,71,79,51,79,77,80,74,10,6,10,8,16
28,185,73,78,78,10500000,72000,3,3,3,SUB,10,77,74,70,77,43,74,,,,,,69,75,77,75,76,78,61,62,64,77,74,79,76,76,62,78,80,68,75,68,75,32,77,70,70,75,47,38,33,9,10,6,12,16
30,188,81,78,78,7000000,25000,2,3,1,GK,1,,,,,,,76,73,70,81,78,15,10,13,25,12,12,11,10,22,22,46,50,43,79,41,53,69,32,55,14,32,21,15,42,24,58,20,12,13,76,73,70,78,81
29,186,84,78,78,10500000,44000,1,4,3,LS,10,62,78,68,74,47,81,,,,,,66,80,79,72,75,72,62,56,65,79,64,60,66,78,71,84,83,77,80,65,90,41,79,70,80,78,43,46,39,6,10,11,10,10
30,196,91,78,78,0,0,2,3,3,,,65,76,67,69,27,84,,,,,,61,79,86,72,74,72,66,60,55,77,66,65,50,75,32,78,63,78,93,69,75,30,79,74,77,70,21,15,19,15,12,11,11,8
28,186,72,78,78,10500000,45000,2,4,4,LCM,8,54,75,80,76,62,69,,,,,,79,70,69,80,71,77,80,81,80,81,53,55,64,71,74,84,53,72,72,79,63,64,78,80,78,78,64,59,49,14,11,10,11,6
29,183,75,78,78,9000000,44000,2,3,2,SUB,4,54,60,70,68,79,72,,,,,,50,58,82,80,52,64,62,59,74,74,55,53,67,78,63,76,84,55,74,54,83,84,66,76,48,75,77,80,73,9,13,15,8,10
